1.58346E+12,Europe/London,06. 03. 2020 1:17,06. 03. 2020 9:21,06. 03. 2020 9:16,8.06,3.5, #watch    #home,10007,-1,-1,9,0.37333333,-69
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58337E+12,Europe/London,05. 03. 2020 1:31,05. 03. 2020 8:29,05. 03. 2020 10:16,6.97,4.25, #watch  #sport     #home,10007,-1,-1,10,0.41666666,-79
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58329E+12,Europe/London,04. 03. 2020 1:43,04. 03. 2020 7:55,04. 03. 2020 8:16,6.2,0, #watch     #sport_2x #home,10007,-1,-1,8,0.42666668,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58327E+12,Europe/London,03. 03. 2020 20:45,03. 03. 2020 21:37,03. 03. 2020 21:20,0.87,0,Nap length 0:35 #watch #sport_2x #home,10007,-1,-1,-1,-2,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58319E+12,Europe/London,03. 03. 2020 0:14,03. 03. 2020 6:54,03. 03. 2020 7:16,6.66,0,  #sport_2x #home,10007,-1,-1,3,0.25,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58311E+12,Europe/London,02. 03. 2020 1:04,02. 03. 2020 8:13,02. 03. 2020 7:50,7.16,3.25,  #sport_2x #home,10007,-1,-1,5,0.24418604,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58294E+12,Europe/London,29. 02. 2020 1:11,29. 02. 2020 8:41,29. 02. 2020 8:35,7.51,4,  #sport #home,10007,-1,-1,4,0.24175824,-2
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58285E+12,Europe/London,28. 02. 2020 1:19,28. 02. 2020 8:19,28. 02. 2020 8:19,7,0, #cloud #sport,10007,-1,-1,6,0.3,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58277E+12,Europe/London,27. 02. 2020 1:02,27. 02. 2020 7:15,27. 02. 2020 7:30,6.22,0, #watch  #home,10007,-1,-1,7,0.41333333,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58268E+12,Europe/London,26. 02. 2020 0:17,26. 02. 2020 7:38,26. 02. 2020 7:30,7.36,3.75, #watch  #sport #home,10007,-1,-1,8,0.38202247,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58259E+12,Europe/London,25. 02. 2020 0:52,25. 02. 2020 8:06,25. 02. 2020 8:35,7.24,3.75, #watch     #sport_2x #home,10007,-1,-1,8,0.3218391,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58251E+12,Europe/London,24. 02. 2020 1:15,24. 02. 2020 8:46,24. 02. 2020 8:35,7.52,3.5, #watch #newmoon #sport,10007,-1,-1,13,0.61538464,-21
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58244E+12,Europe/London,23. 02. 2020 7:40,23. 02. 2020 8:01,23. 02. 2020 8:05,0.35,4.25,Nap length 0:25 #watch #newmoon,10007,0,-1,0,0,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58242E+12,Europe/London,23. 02. 2020 1:08,23. 02. 2020 7:38,23. 02. 2020 8:00,6.5,3.5, #watch #newmoon    #home,10007,0,-1,9,0.39713612,-41
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58233E+12,Europe/London,22. 02. 2020 1:03,22. 02. 2020 7:59,22. 02. 2020 8:25,6.93,0,  #home,10007,0,-1,7,0.3452381,-10
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58225E+12,Europe/London,21. 02. 2020 0:51,21. 02. 2020 7:43,21. 02. 2020 7:55,6.86,0,  #home,10007,0,-1,6,0.3493976,-6
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58216E+12,Europe/London,20. 02. 2020 0:41,20. 02. 2020 7:18,20. 02. 2020 7:35,6.62,0,,10007,0,-1,3,0.675,-5
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.5821E+12,Europe/London,19. 02. 2020 8:20,19. 02. 2020 8:54,20. 02. 2020 7:53,0.58,0,,10007,0,-1,0,0,-9
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58208E+12,Europe/London,19. 02. 2020 1:33,19. 02. 2020 7:41,19. 02. 2020 7:53,6.14,0,,10007,0,-1,5,0.2972973,-10
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58198E+12,Europe/London,17. 02. 2020 23:38,18. 02. 2020 7:21,18. 02. 2020 6:53,7.72,0,,10007,0,-1,8,0.4408602,-10
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58181E+12,Europe/London,16. 02. 2020 0:16,16. 02. 2020 7:18,16. 02. 2020 7:30,7.04,0,,10007,0,-1,4,0.21176471,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58175E+12,Europe/London,15. 02. 2020 8:03,15. 02. 2020 9:02,15. 02. 2020 9:00,0.99,0,,10007,0,-1,3,0.9166667,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58173E+12,Europe/London,15. 02. 2020 1:54,15. 02. 2020 8:02,15. 02. 2020 8:00,6.14,0,,10007,0,-1,4,0.2972973,-5
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58164E+12,Europe/London,14. 02. 2020 1:33,14. 02. 2020 8:01,14. 02. 2020 8:00,6.47,0,,10007,0,-1,4,0.2820513,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58155E+12,Europe/London,13. 02. 2020 0:23,13. 02. 2020 6:56,13. 02. 2020 7:00,6.54,0,,10007,0,-1,4,0.34177214,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58147E+12,Europe/London,12. 02. 2020 0:54,12. 02. 2020 7:58,12. 02. 2020 8:00,7.07,0,,10007,0,-1,2,0.2,-2
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58138E+12,Europe/London,11. 02. 2020 0:26,11. 02. 2020 6:57,11. 02. 2020 7:00,6.52,0,,10007,0,-1,2,0.2278481,-5
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58129E+12,Europe/London,10. 02. 2020 0:26,10. 02. 2020 7:37,10. 02. 2020 7:30,7.17,0,,10007,0,-1,4,0.2413793,-9
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58121E+12,Europe/London,09. 02. 2020 1:52,09. 02. 2020 8:02,09. 02. 2020 8:00,6.17,0, #fullmoon,10007,0,-1,4,0.29333332,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58113E+12,Europe/London,08. 02. 2020 2:25,08. 02. 2020 9:33,08. 02. 2020 9:30,7.13,4.25,,10007,0,-1,7,0.3488372,-7
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58104E+12,Europe/London,07. 02. 2020 1:15,07. 02. 2020 7:31,07. 02. 2020 7:30,6.26,0,,10007,0,-1,4,0.21052632,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58095E+12,Europe/London,06. 02. 2020 0:01,06. 02. 2020 7:21,06. 02. 2020 8:00,7.34,0,  #home,10007,0,-1,4,0.21348314,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58077E+12,Europe/London,03. 02. 2020 23:35,04. 02. 2020 7:00,04. 02. 2020 7:00,7.42,4,  #home,10007,0,-1,3,0.23595506,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58069E+12,Europe/London,03. 02. 2020 0:01,03. 02. 2020 7:11,03. 02. 2020 7:00,7.17,0,  #home,10007,0,-1,3,0.18390805,-11
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58061E+12,Europe/London,02. 02. 2020 1:03,02. 02. 2020 7:56,02. 02. 2020 8:00,6.89,0,  #home,10007,0,-1,4,0.27710843,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58052E+12,Europe/London,01. 02. 2020 0:35,01. 02. 2020 8:01,01. 02. 2020 8:00,7.42,3.5,  #home,10007,0,-1,4,0.3,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58043E+12,Europe/London,30. 01. 2020 23:56,31. 01. 2020 6:54,31. 01. 2020 7:40,6.97,0,  #home,10007,0,-1,6,0.33333334,-7
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58034E+12,Europe/London,30. 01. 2020 0:38,30. 01. 2020 7:29,30. 01. 2020 7:40,6.86,3.5,  #home,10007,0,-1,6,0.25301206,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58026E+12,Europe/London,29. 01. 2020 0:05,29. 01. 2020 7:40,29. 01. 2020 7:50,7.59,0,  #home,10007,0,-1,5,0.26086956,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58017E+12,Europe/London,28. 01. 2020 0:04,28. 01. 2020 7:02,28. 01. 2020 7:10,6.96,0,  #home,10007,0,-1,4,0.1904762,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.58008E+12,Europe/London,26. 01. 2020 23:52,27. 01. 2020 7:15,27. 01. 2020 7:20,7.38,0,  #home,10007,0,-1,5,0.21348314,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57983E+12,Europe/London,24. 01. 2020 0:54,24. 01. 2020 8:33,24. 01. 2020 8:25,7.65,0,  #home,10007,0,-1,6,0.23913044,-16
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57965E+12,Europe/London,22. 01. 2020 0:13,22. 01. 2020 7:51,22. 01. 2020 7:45,7.64,3.75,  #home,10007,0,-1,3,0.19565217,-13
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57957E+12,Europe/London,21. 01. 2020 1:02,21. 01. 2020 7:32,21. 01. 2020 7:45,6.5,3.75,,10007,0,-1,5,0.23076923,-5
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57948E+12,Europe/London,20. 01. 2020 0:39,20. 01. 2020 7:47,20. 01. 2020 7:20,7.14,3.25,  #home,10007,0,-1,2,0.13953489,-8
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.5794E+12,Europe/London,19. 01. 2020 1:04,19. 01. 2020 8:16,19. 01. 2020 8:20,7.2,0, #home,10007,0,-1,-1,-2,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57931E+12,Europe/London,18. 01. 2020 0:56,18. 01. 2020 7:51,18. 01. 2020 8:15,6.91,3.75, #food_2x   #home,10007,0,-1,3,0.10843374,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57922E+12,Europe/London,17. 01. 2020 0:39,17. 01. 2020 8:05,17. 01. 2020 8:15,7.42,0,,10007,0,-1,3,0.14444445,-2
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57913E+12,Europe/London,15. 01. 2020 23:54,16. 01. 2020 7:25,16. 01. 2020 7:15,7.53,3.5,  #home,10007,0,-1,4,0.2747253,-12
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57905E+12,Europe/London,15. 01. 2020 0:47,15. 01. 2020 7:50,15. 01. 2020 7:50,7.05,0,  #home,10007,0,-1,5,0.87058824,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57896E+12,Europe/London,14. 01. 2020 0:07,14. 01. 2020 7:52,14. 01. 2020 7:50,7.74,0,  #home,10007,0,-1,3,0.12903225,-5
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57887E+12,Europe/London,13. 01. 2020 0:13,13. 01. 2020 7:39,13. 01. 2020 7:50,7.43,2.75,,10007,0,-1,3,0.22222222,-2
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.5787E+12,Europe/London,11. 01. 2020 0:07,11. 01. 2020 8:31,11. 01. 2020 8:30,8.4,3.75, #fullmoon,10007,0,-1,6,0.2970297,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57862E+12,Europe/London,10. 01. 2020 0:35,10. 01. 2020 8:33,22. 01. 2020 1:16,7.95,2.25,,10007,0,-1,5,0.375,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57853E+12,Europe/London,09. 01. 2020 0:20,09. 01. 2020 8:20,21. 01. 2020 1:01,8,2.75,,10007,0,-1,5,0.32291666,-5
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57844E+12,Europe/London,08. 01. 2020 0:41,08. 01. 2020 8:32,20. 01. 2020 1:21,7.86,2.5,,10007,0,-1,4,0.24210526,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57836E+12,Europe/London,06. 01. 2020 23:57,07. 01. 2020 8:32,19. 01. 2020 0:37,8.59,3.75,  #geo1,10007,0,-1,7,0.31730768,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57827E+12,Europe/London,06. 01. 2020 0:42,06. 01. 2020 8:21,18. 01. 2020 1:23,7.64,3.25,  #geo1,10007,0,-1,5,0.29347825,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57819E+12,Europe/London,05. 01. 2020 1:01,05. 01. 2020 8:32,17. 01. 2020 1:41,7.51,2.25,  #geo1,10007,0,-1,4,0.25274727,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57801E+12,Europe/London,03. 01. 2020 0:37,03. 01. 2020 8:31,15. 01. 2020 1:17,7.9,3.75,  #geo1,10007,0,-1,6,0.35789475,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57792E+12,Europe/London,02. 01. 2020 0:06,02. 01. 2020 8:27,14. 01. 2020 0:46,8.36,3.25,  #geo1,10007,0,-1,4,0.1980198,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57784E+12,Europe/London,01. 01. 2020 0:52,01. 01. 2020 8:56,13. 01. 2020 1:33,8.07,2.5,  #geo1,10007,0,-1,3,0.20618556,-5
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57775E+12,Europe/London,31. 12. 2019 0:38,31. 12. 2019 8:47,12. 01. 2020 1:19,8.14,3.25,  #geo1,10007,0,-1,5,0.2755102,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57767E+12,Europe/London,30. 12. 2019 0:41,30. 12. 2019 8:31,11. 01. 2020 1:21,7.83,3.75,  #geo1,10007,0,-1,6,0.32978722,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57758E+12,Europe/London,29. 12. 2019 0:16,29. 12. 2019 8:48,10. 01. 2020 0:56,8.54,3.5,  #geo1,10007,0,-1,6,0.23300971,-3
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57749E+12,Europe/London,28. 12. 2019 0:39,28. 12. 2019 8:39,09. 01. 2020 1:19,8.01,4,  #geo1,10007,0,-1,5,0.4226804,-5
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57741E+12,Europe/London,27. 12. 2019 0:30,27. 12. 2019 8:35,08. 01. 2020 1:10,8.08,4,  #geo1,10007,0,-1,7,0.35051546,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57732E+12,Europe/London,26. 12. 2019 0:28,26. 12. 2019 8:37,07. 01. 2020 1:09,8.14,3.5, #newmoon  #geo1,10007,0,-1,6,0.30612245,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57723E+12,Europe/London,25. 12. 2019 0:48,25. 12. 2019 8:46,06. 01. 2020 1:28,7.97,2.5,  #geo1,10007,0,-1,2,0.16666667,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57715E+12,Europe/London,24. 12. 2019 0:30,24. 12. 2019 8:20,05. 01. 2020 1:10,7.83,3.25,  #geo1,10007,0,-1,6,0.26595744,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57706E+12,Europe/London,23. 12. 2019 0:41,23. 12. 2019 8:18,04. 01. 2020 1:21,7.62,2.5,  #geo1,10007,0,-1,6,0.25,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57698E+12,Europe/London,22. 12. 2019 0:37,22. 12. 2019 8:57,03. 01. 2020 1:17,8.33,3.75,  #geo1,10007,0,-1,3,0.18,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57689E+12,Europe/London,21. 12. 2019 0:37,21. 12. 2019 8:41,02. 01. 2020 1:18,8.06,3.75,  #geo1,10007,0,-1,5,0.22680412,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.5768E+12,Europe/London,20. 12. 2019 0:12,20. 12. 2019 8:24,01. 01. 2020 0:52,8.21,3.75,  #geo1,10007,0,-1,7,0.35353535,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57672E+12,Europe/London,19. 12. 2019 0:39,19. 12. 2019 8:29,31. 12. 2019 1:19,7.84,3.5,  #geo1,10007,0,-1,4,0.23157895,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57662E+12,Europe/London,17. 12. 2019 23:14,18. 12. 2019 8:30,29. 12. 2019 23:55,9.26,3.5,  #geo1,10007,0,-1,6,0.2767857,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57654E+12,Europe/London,17. 12. 2019 0:22,17. 12. 2019 8:29,29. 12. 2019 1:03,8.11,3.75,  #geo1,10007,0,-1,4,0.2755102,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57645E+12,Europe/London,15. 12. 2019 23:42,16. 12. 2019 8:20,28. 12. 2019 0:22,8.63,2.75,  #geo1,10007,0,-1,4,0.22115384,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57637E+12,Europe/London,15. 12. 2019 0:31,15. 12. 2019 8:59,27. 12. 2019 1:11,8.48,3.5,  #geo1,10007,0,-1,5,0.19607843,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57628E+12,Europe/London,14. 12. 2019 0:21,14. 12. 2019 8:18,26. 12. 2019 1:01,7.95,3.25,  #geo1,10007,0,-1,4,0.28125,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.5762E+12,Europe/London,13. 12. 2019 0:26,13. 12. 2019 8:18,25. 12. 2019 1:06,7.86,3.75,  #geo1,10007,0,-1,5,0.31578946,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57611E+12,Europe/London,12. 12. 2019 0:31,12. 12. 2019 8:23,24. 12. 2019 1:11,7.86,3.5, #fullmoon  #geo1,10007,0,-1,3,0.18947369,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57602E+12,Europe/London,11. 12. 2019 0:07,11. 12. 2019 8:14,23. 12. 2019 0:47,8.12,3.75,  #geo1,10007,0,-1,4,0.25510204,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57594E+12,Europe/London,10. 12. 2019 0:26,10. 12. 2019 8:13,22. 12. 2019 1:06,7.78,4,  #geo1,10007,0,-1,5,0.25531915,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57585E+12,Europe/London,09. 12. 2019 0:08,09. 12. 2019 8:22,21. 12. 2019 0:49,8.24,3,  #geo1,10007,0,-1,3,0.16161616,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57577E+12,Europe/London,08. 12. 2019 0:44,08. 12. 2019 8:51,20. 12. 2019 1:25,8.11,3.75,  #geo1,10007,0,-1,5,0.29591838,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57567E+12,Europe/London,06. 12. 2019 23:25,07. 12. 2019 9:05,19. 12. 2019 0:05,9.67,3.5,  #geo1,10007,0,-1,7,0.2735043,-1
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57561E+12,Europe/London,06. 12. 2019 4:32,06. 12. 2019 9:35,06. 12. 2019 9:30,5.04,0,  #home,10007,0,-1,4,0.32786885,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57551E+12,Europe/London,05. 12. 2019 0:32,05. 12. 2019 8:44,05. 12. 2019 8:30,8.2,0, #home,10007,0,-1,7,0.36363637,-2
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57533E+12,Europe/London,02. 12. 2019 23:58,03. 12. 2019 7:38,03. 12. 2019 7:30,7.67,0,  #home,10007,0,-1,6,0.32258064,-7
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57524E+12,Europe/London,01. 12. 2019 23:50,02. 12. 2019 8:03,02. 12. 2019 8:00,8.23,3.25,  #home,10007,0,-1,6,0.28282827,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57516E+12,Europe/London,01. 12. 2019 0:52,01. 12. 2019 8:11,01. 12. 2019 8:30,7.32,0,  #home,10007,0,-1,8,0.39772728,-5
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57508E+12,Europe/London,30. 11. 2019 1:40,30. 11. 2019 9:00,30. 11. 2019 9:00,7.34,0,  #home,10007,0,-1,7,0.41573033,-5
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57499E+12,Europe/London,29. 11. 2019 0:41,29. 11. 2019 7:35,29. 11. 2019 8:00,6.9,4,  #home,10007,0,-1,5,0.39759037,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.5749E+12,Europe/London,28. 11. 2019 0:53,28. 11. 2019 6:46,28. 11. 2019 7:15,5.88,2.5,  #home,10007,0,-1,4,0.33802816,-5
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57482E+12,Europe/London,27. 11. 2019 0:44,27. 11. 2019 7:15,27. 11. 2019 7:15,6.53,0, #newmoon          #home,10007,0,-1,7,0.37974682,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57473E+12,Europe/London,26. 11. 2019 0:58,26. 11. 2019 7:41,26. 11. 2019 8:00,6.73,0, #newmoon     #home,10007,0,-1,6,0.39506173,0
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
1.57464E+12,Europe/London,25. 11. 2019 0:21,25. 11. 2019 8:11,25. 11. 2019 8:00,7.84,3.75,  #home,10007,0,-1,4,0.21052632,-2
Id,Tz,From,To,Sched,Hours,Rating,Comment,Framerate,Snore,Noise,Cycles,DeepSleep,LenAdjust
